Load Transient
Sim ID,Vout Maximum,Vout Minimum,Average Vout @Iout=0.1,Average Vout @Iout=1.0,Overshoot Settle Time,Undershoot Settle Time,Overshoot,Undershoot
3,5.23 V,5.01 V,5.21 V,5.03 V,0.11 ms,0.08 ms,0.02 V,0.02 V
